url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://news.qq.com/rain/a/20250103A04EC500,,欧洲  俄气时代终结 ： 乌克兰  关闸  损人不利己 ， 美国成大赢家 _ 腾讯新闻,20250103T070000Z,https://inews.gtimg.com/news_ls/OtV-q1GEOl-Z5_Xz3DlWDLdv4-U76G1lKv8BQdPMf7FrEAA_640330/0,news.qq.com,Chinese,China
https://www.163.com/dy/article/JKO3AAA80517BMJU.html,https://m.163.com/dy/article/JKO3AAA80517BMJU.html,俄乌 ， 重大变局 ！ 天然气价格暴涨,20241231T050000Z,,163.com,Chinese,China
https://www.sohu.com/a/840559225_429139?edtsign=E060B90A734CE058251DE6D812F58E9F9F5E48C2&edtcode=v1kPcsuVpwONqQTmI9mDPg==&scm=thor.282_14-200000.0.0.&ace=1FDBFFA158FFFF42D0F2EB8252B732402242D61F,,别怕数九寒天 咱家  福气  满满 ！_ 天然气 _ 输气量 _ 韩媛,20241222T080000Z,https://q8.itc.cn/images01/20241222/4ca76bff6eaa4186ab1f202e0f9d479e.jpeg,sohu.com,Chinese,China
https://finance.ifeng.com/c/8feCy3uBdW7,,普京 ： 任何通过乌克兰运输天然气的协议都很困难,20241227T011500Z,https://x0.ifengimg.com/ucms/2024_52/6571D33ACD0A2FECB3AD6A6E60D4BB7F18E5DEE3_size31_w640_h360.jpg,finance.ifeng.com,Chinese,China
https://world.qianlong.com/2025/0102/8406528.shtml,,俄宣布终止过境乌向欧洲输送天然气服务,20250102T013000Z,,world.qianlong.com,Chinese,China
https://news.qq.com/rain/a/20250102A025F900,,乌克兰打出的  断气牌  正式生效 ， 欧洲俄气时代终结 ！_ 腾讯新闻,20250102T064500Z,https://inews.gtimg.com/news_ls/Ow4-ktXN27j3v5Clp03GuUj9nsCVG5NN9WpdpvBkXag9sAA_640330/0,news.qq.com,Chinese,China
https://finance.ifeng.com/c/8fo4k4axoS9,,俄罗斯宣布 ： 终止输送 ！ 美天然气此前暴涨,20250102T013000Z,https://x0.ifengimg.com/ucms/2025_01/56BCD08A5F118580146E9AD137B0DFF6DF7B33D9_size42_w550_h309.jpg,finance.ifeng.com,Chinese,China
https://world.qianlong.com/2024/1227/8403583.shtml,,德媒 ： 受三重因素影响 ， 欧盟天然气储备量大幅下降,20241227T024500Z,,world.qianlong.com,Chinese,China
https://www.163.com/dy/article/JKU27PQD0530WJIN.html,https://m.163.com/dy/article/JKU27PQD0530WJIN.html,乌克兰终止俄罗斯管道天然气过境输送 ， 有利于谁 ？ ,20250102T131500Z,,163.com,Chinese,China
http://yuanchuang.caijing.com.cn/2025/0102/5061999.shtml,,俄罗斯停止过境乌克兰向欧洲输送天然气 _ 财经精选 _ 财经网 - CAIJING . COM . CN,20250102T151500Z,,yuanchuang.caijing.com.cn,Chinese,China
http://news.china.com.cn/2024-12/26/content_117629216.shtml,,我国再添年产能破百亿立方米大气田,20241225T194500Z,,news.china.com.cn,Chinese,China
https://www.163.com/dy/article/JKSSME3805198CJN.html,https://m.163.com/dy/article/JKSSME3805198CJN.html,乌克兰打出的  断气牌  正式生效 ， 欧洲俄气时代终结 ！ |天然气管道,20250102T071500Z,,163.com,Chinese,China
http://www.cfi.net.cn/p20241223000112.html,,卡塔尔威胁欧盟停止液化天然气供应 - CFi . CN 中财网,20241223T034500Z,,cfi.net.cn,Chinese,China
https://www.163.com/dy/article/JK81K9OB0514R9OJ.html,https://m.163.com/dy/article/JK81K9OB0514R9OJ.html,被逼多买美国油气减少美国贸易逆差 ， 欧盟考虑应对特朗普  关税威胁  |欧盟成员国|唐纳 · 川普,20241225T020000Z,,163.com,Chinese,China
https://www.sohu.com/a/842524204_429139?edtsign=45FCE06FE8FEE22FDDA40F02CF9F6EB6793B275F&edtcode=t2LpbykuINx4I7go63iwYw==&scm=thor.282_14-200000.0.0.&ace=C5CDF1994ABFACBBFE7DB982594FBA55B345F896,,青藏高原如何保供暖 ？ 感受液化天然气的进藏之旅→ _ 运输 _ 车辆 _ 海拔,20241227T091500Z,https://q5.itc.cn/images01/20241227/a4c26c6ec8824516b3efa784c71078bc.jpeg,sohu.com,Chinese,China
http://www.news.cn/world/20250102/a0eeaf5108a54d48b8b0bf4517e64fb8/c.html,,列国鉴 · 克罗地亚丨记者观察 ： 克罗地亚致力打造区域天然气  战略门户 - 新华网,20250102T124500Z,,news.cn,Chinese,China
http://www.news.cn/fortune/20241225/7477bdc11c054a1eb6f6146c3358b6ea/c.html,,我国再添年产能破百亿立方米大气田 - 新华网,20241225T134500Z,,news.cn,Chinese,China
https://finance.sina.com.cn/roll/2025-01-01/doc-inecmwyu9615779.shtml,,协议到期未续 俄罗斯过境乌克兰对欧天然气输送正式停止,20250101T070000Z,https://n.sinaimg.cn/spider20250101/400/w1280h720/20250101/affd-680e9afcc39ffd0c68686782ce19da8b.jpg,finance.sina.com.cn,Chinese,China
https://military.china.com/important/64/20250102/47819505.html,,乌克兰签收首批美国发货液化天然气 俄乌  斗气  协议失效不续 _ 军事频道 _ 中华网,20250102T064500Z,,military.china.com,Chinese,China
http://news.cnfol.com/guojicaijing/20250102/31090642.shtml,,俄罗斯过境乌克兰对欧天然气输送正式停止 _ 国际财经 _ 财经 _ 中金在线,20250102T020000Z,,news.cnfol.com,Chinese,China
http://news.cnnb.com.cn/system/2024/12/28/030638958.shtml,,你敢停气我就断电 为了俄罗斯天然气 斯洛伐克跟乌克兰急了 - 新闻中心 - 中国宁波网,20241228T110000Z,,news.cnnb.com.cn,Chinese,China
https://www.aboluowang.com/2024/1210/2142435.html,https://www.aboluowang.com/amp/2024/1210/2142435.html,哀叹 ！ 大温这些费用统统要上涨 ！ 高达41 % ,20241210T030000Z,https://m1.aboluowang.com/uploadfile/2024/1210/20241210083454461.webp,aboluowang.com,Chinese,China
https://news.ifeng.com/c/8fs4v1SO3Tq,,俄乌天然气协议到期 ， 土耳其喊话欧盟 ： 我们可以顶上,20250104T094500Z,https://x0.ifengimg.com/ucms/2025_01/7FCFDD92F57222F1144FD7CC1537D929DC6D1B68_size114_w975_h549.jpg,news.ifeng.com,Chinese,China
https://www.163.com/dy/article/JL2UI2CT0514R9OJ.html,https://m.163.com/dy/article/JL2UI2CT0514R9OJ.html,俄乌  断气  仅3天 ， 这些欧洲国家就坐不住了 …… |波兰|乌克兰|斯洛伐克|俄罗斯天然气,20250104T123000Z,,163.com,Chinese,China
https://news.ifeng.com/c/8fnCuacyMAO,,乌克兰决定停止俄天然气过境输送服务 ， 斯洛伐克总理表态,20250101T110000Z,https://x0.ifengimg.com/ucms/2025_01/8CB31A500953A595FCC44A4B8740A845DE28B4C7_size667_w975_h549.png,news.ifeng.com,Chinese,China
https://www.163.com/dy/article/JKR7Q55S0530NLC9.html,https://m.163.com/dy/article/JKR7Q55S0530NLC9.html,俄罗斯宣布 ： 断供|欧盟|乌克兰|能源部|天然气管道|俄罗斯天然气 _ 网易订阅,20250101T100000Z,,163.com,Chinese,China
http://news.cyol.com/gb/articles/2024-12/27/content_wd695vuRVK.html,,青藏高原如何保供暖 ？ 感受液化天然气的进藏之旅→,20241227T094500Z,,news.cyol.com,Chinese,China
http://news.cyol.com/gb/articles/2024-12/21/content_JQ4EP7SZyb.html,,特朗普威胁欧盟 ： 必须购买更多美国油气 ， 否则等着加关税吧,20241221T044500Z,,news.cyol.com,Chinese,China
http://news.cyol.com/gb/articles/2024-12/21/content_YONKn7SmpZ.html,,特朗普威胁欧盟 ： 必须购买更多美国油气 ， 否则等着加关税吧,20241221T044500Z,,news.cyol.com,Chinese,China
https://www.wenxuecity.com/news/2025/01/02/125938971.html,,俄向欧洲输气有哪些管道 ？ 乌克兰  关闸  意味着什么 ？ ,20250102T193000Z,https://www.wenxuecity.com/data/news/202501/02/f96ac51fa9789d7c502a83d84166ee06.webp,wenxuecity.com,Chinese,China
https://military.china.com/news/13004177/20250104/47828756.html,,俄乌天然气协议到期 土耳其欲替补 乌切断俄气供应引发争议 _ 军事频道 _ 中华网,20250104T153000Z,,military.china.com,Chinese,China
http://finance.people.com.cn/n1/2024/1203/c1004-40374319.html,,中俄东线天然气管道全线贯通 -- 经济 · 科技 -- 人民网,20241203T063000Z,,finance.people.com.cn,Chinese,China
https://news.qq.com/rain/a/20241227A05P7F00,,青藏高原如何保供暖 ？ 感受液化天然气的进藏之旅 _ 腾讯新闻,20241227T103000Z,https://inews.gtimg.com/news_ls/OTae5_FQr3BDteKWRwfA5UA-ecHb8cJYNiWpNf5CD156IAA_640330/0,news.qq.com,Chinese,China
https://www.bbtnews.com.cn/2024/1225/541827.shtml,,寒冬又袭欧洲能源 _ 北京商报,20241225T193000Z,,bbtnews.com.cn,Chinese,China
https://www.bbtnews.com.cn/2024/1226/541833.shtml,,寒冬又袭欧洲能源 _ 北京商报,20241225T193000Z,,bbtnews.com.cn,Chinese,China
https://china.qianlong.com/2025/0103/8407919.shtml,,中国石油大庆油田天然气年产量突破60亿立方米,20250103T161500Z,,china.qianlong.com,Chinese,China
https://news.china.com/socialgd/10000169/20250102/47822222.html,,专家谈泽连斯基拉闸欧洲天然气 背刺盟友引争议 _ 新闻频道 _ 中华网,20250102T114500Z,,news.china.com,Chinese,China
http://futures.cnfol.com/qishidongtai/20250102/31092111.shtml,,2025一季度天然气迎寒潮冲击 ： 短期暴涨后或现拐点回调 ！_ 期市动态 _ 期货 _ 中金在线,20250102T121500Z,,futures.cnfol.com,Chinese,China
https://www.huxiu.com/article/3861167.html,https://m.huxiu.com/article/3861167.html,维持50年后 ， 俄乌停止对欧天然气供应 ， 一个时代终结了,20250102T034500Z,https://img.huxiucdn.com/article/cover/202501/02/094134771254.jpg?imageView2/1/w/800/h/450/%7CimageMogr2/strip/interlace/1/quality/85/format/jpg,huxiu.com,Chinese,China
http://www.cfi.net.cn/p20241225000096.html,,欧盟储气量三年来最快急降 ， 寒冷天气与进口下滑双重夹击 - CFi . CN 中财网,20241225T023000Z,,cfi.net.cn,Chinese,China
http://www.stcn.com/article/detail/1473831.html,,突然暴涨 ！ 俄乌 ， 重大变局 ！ ,20241231T021500Z,,stcn.com,Chinese,China
https://finance.sina.com.cn/tech/roll/2025-01-03/doc-inecruie9168928.shtml,,世界银行 ： 2024年全球天然气燃烧追踪报告,20250102T230000Z,https://n.sinaimg.cn/spider20250103/740/w1020h1320/20250103/addf-cbd827df451ef0dda2dd3991e5b5c2dc.jpg,finance.sina.com.cn,Chinese,China
https://china.qianlong.com/2024/1227/8403986.shtml,,青藏高原如何保供暖 ？ 感受液化天然气的进藏之旅→,20241227T093000Z,,china.qianlong.com,Chinese,China
https://www.sxdaily.com.cn/2024-12/22/content_10993459.html,,别怕数九寒天 咱家  福气  满满 ！ ,20241222T083000Z,,sxdaily.com.cn,Chinese,China
https://www.163.com/news/article/JKTBFNG2000189PS.html,https://m.163.com/news/article/JKTBFNG2000189PS.html,俄气停止过境乌克兰 乌希望  一石三鸟  美已成最大赢家|俄罗斯天然气|唐纳德 · 特朗普|匈牙利,20250102T083000Z,,163.com,Chinese,China
http://world.people.com.cn/n1/2024/1223/c1002-40387460.html,,斯洛伐克总理 ： 普京表示愿继续向西方供应俄天然气 -- 国际 -- 人民网,20241223T044500Z,,world.people.com.cn,Chinese,China
https://news.china.com/socialgd/10000169/20241231/47813393.html,,乌对俄天然气  关闸  欧洲能源危机加剧 _ 新闻频道 _ 中华网,20241231T061500Z,,news.china.com,Chinese,China
https://www.cqnews.net/1/detail/1324798345920589824/web/content_1324798345920589824.html,,经乌输欧天然气中断 土耳其想当欧洲供气新枢纽 ？- 华龙网,20250103T103000Z,,cqnews.net,Chinese,China
https://finance.eastmoney.com/a/202412173270443357.html,,阿联酋新成立的能源巨头首笔资本运作 ： 与BP合资 整合天然气资产 _ 东方财富网,20241217T051500Z,,finance.eastmoney.com,Chinese,China
https://news.qq.com/rain/a/20241222A038NB00,,别怕数九寒天 咱家  福气  满满 ！_ 腾讯新闻,20241222T083000Z,https://inews.gtimg.com/om_ls/ORgYEiCc2ZEHZefZA3M6Zn5rDnIEilGB8Y4ldcZiUjhe8AA_640330/0,news.qq.com,Chinese,China
https://news.voc.com.cn/article/202501/20250101152124750459.html,,俄宣布终止过境乌向欧洲输送天然气服务 - 国际视野 - 华声新闻,20250101T114500Z,,news.voc.com.cn,Chinese,China
https://www.qianzhan.com/analyst/detail/220/241209-56b12e71.html,,2024年美国分布式燃机发电行业市场发展分析 2023年市场规模约86亿美元 【 组图 】_ 行业研究报告,20241209T071500Z,,qianzhan.com,Chinese,China
https://world.qianlong.com/2025/0104/8408037.shtml,,俄乌就  断气  爆发口水战 - 千龙网 · 中国首都网,20250104T034500Z,,world.qianlong.com,Chinese,China
https://military.china.com/news/13004177/20241224/47783939.html,,斯洛伐克总理回应莫斯科之行 讨论天然气过境问题 _ 军事频道 _ 中华网,20241224T023000Z,,military.china.com,Chinese,China
https://news.ifeng.com/c/8fr0fjVZaVF,,俄乌就  断气  爆发口水战 _ 凤凰网,20250103T200000Z,https://x0.ifengimg.com/ucms/2025_01/E49597A5F44EC5CEACDEB444032C40F51C2E9FD9_size131_w975_h549.jpg,news.ifeng.com,Chinese,China
https://news.fznews.com.cn/gngj/20250101/5s98f17z76.shtml,,协议到期未续 俄罗斯过境乌克兰对欧天然气输送正式停止 _ 天下 _ 新闻频道 _ 福州新闻网,20250101T110000Z,,news.fznews.com.cn,Chinese,China
http://www.cfi.net.cn/p20250103000730.html,,全球主要天然气价格持续上涨 燃气供应商盈利能力有望提升 - CFi . CN 中财网,20250103T074500Z,,cfi.net.cn,Chinese,China
https://finance.eastmoney.com/a/202412313284126346.html,,美国天然气价格大涨24 % 多家A股公司受益 _ 东方财富网,20241231T103000Z,,finance.eastmoney.com,Chinese,China
https://finance.ifeng.com/c/8fjAIqhhdhE,,乌克兰一手  断气牌  对俄罗斯伤害不大 ， 这一国家先急了 _ 凤凰网,20241230T034500Z,https://x0.ifengimg.com/ucms/2024_01/5AE95D0A295AD43AF7BE4411802F41A5A1F80AAB_size140_w975_h549.jpg,finance.ifeng.com,Chinese,China
https://www.aboluowang.com/2025/0102/2154056.html,https://www.aboluowang.com/amp/2025/0102/2154056.html,普京大失血 ！ 俄罗斯半个世纪心血丧失殆尽,20250102T020000Z,https://m1.aboluowang.com/uploadfile/2025/0102/20250102081341400.jpg,aboluowang.com,Chinese,China
https://news.qq.com/rain/a/20250104A06RQJ00,,俄乌  断气  仅3天 这些欧洲国家就坐不住了 ......_ 腾讯新闻,20250104T121500Z,https://inews.gtimg.com/news_ls/Of-guiNR3PoPCJ11SOmU6lTD8bpzE3i29dSBLKgHO71aMAA_640330/0,news.qq.com,Chinese,China
https://www.sohu.com/a/840462518_115362?edtsign=91B6FBB79D366CAF94096862A0BD8040FE642CAA&edtcode=ZXZIga8TCtoUBnjChyFSEw==&scm=thor.280_14-200000.0.0.,,  历史性决裂 ！ 乌克兰突然宣布 ： 停止 _ 俄罗斯 _ 欧洲 _ 天然气,20241222T140000Z,https://q3.itc.cn/q_70/images03/20241222/e099114b63534d06acd9302baf9198f7.jpeg,sohu.com,Chinese,China
https://www.sohu.com/a/840462518_115362?edtsign=993507696E1A0ECA37A58D12754A3C0702D8F033&edtcode=v1kPcsuVpwONqQTmI9mDPg==&scm=thor.280_14-200000.0.0.,,  历史性决裂 ！ 乌克兰突然宣布 ： 停止 _ 俄罗斯 _ 欧洲 _ 天然气,20241222T061500Z,https://q3.itc.cn/q_70/images03/20241222/e099114b63534d06acd9302baf9198f7.jpeg,sohu.com,Chinese,China
https://www.163.com/dy/article/JKTUHAKT055040N3.html,https://m.163.com/dy/article/JKTUHAKT055040N3.html,乌克兰  关闸 ， 一个时代终结了 ？ |乌方|欧盟|欧洲|俄罗斯|土耳其,20250102T124500Z,,163.com,Chinese,China
https://military.china.com/news/13004177/20250103/47825607.html,,  美气东输  能助欧洲扛过寒冬吗 美国LNG救急有限 _ 军事频道 _ 中华网,20250103T094500Z,,military.china.com,Chinese,China
http://www.stcn.com/article/detail/1473633.html,,极寒将至 ！ 美国天然气价格暴涨20 %， 这个因素也不容忽视,20241231T011500Z,,stcn.com,Chinese,China
https://news.iqilu.com/china/gedi/2024/1227/5761540.shtml,,普京 ： 今年续签俄乌输气协议  不可能 _ 大陆 _ 国内新闻 _ 新闻 _ 齐鲁网,20241227T114500Z,,news.iqilu.com,Chinese,China
http://news.cyol.com/gb/articles/2025-01/04/content_en7325F4PO.html,,俄乌  断气  仅3天 这些欧洲国家就坐不住了 ...... ,20250104T111500Z,,news.cyol.com,Chinese,China
https://finance.eastmoney.com/a/202412303282025876.html,,俄乌大消息 ！ 美国天然气突然直线暴涨 ！ _ 东方财富网,20241230T010000Z,,finance.eastmoney.com,Chinese,China
https://news.ifeng.com/c/8fs7PPWhZpo,,俄乌  断气  仅3天 ， 这些欧洲国家就坐不住了 _ 凤凰网,20250104T094500Z,https://x0.ifengimg.com/ucms/2025_01/D9F0BE0304A92C6D67D903EE4600B12ADFE97DEF_size84_w975_h549.jpg,news.ifeng.com,Chinese,China
http://env.people.com.cn/n1/2024/1216/c1010-40383035.html,,小秸秆  链  出发展新动能 -- 生态 -- 人民网,20241216T030000Z,,env.people.com.cn,Chinese,China
http://www.stcn.com/article/detail/1468290.html,,中金公司 ： 中国天然气行业竞争格局有望进一步改善,20241226T020000Z,,stcn.com,Chinese,China
https://www.voachinese.com/a/kraine-blocks-transit-of-russian-gas-to-europe-prompting-price-increase-20250102/7922517.html,https://www.voachinese.com/amp/kraine-blocks-transit-of-russian-gas-to-europe-prompting-price-increase-20250102/7922517.html,乌克兰阻止俄罗斯天然气过境至欧洲 ， 导致价格上涨,20250103T010000Z,https://gdb.voanews.com/e51e9093-9d93-49b9-b25e-320e4cbff729_tv_b1_w1200_r1.jpg,voachinese.com,Chinese,China
https://news.china.com/international/1000/20250103/47823412.html,,俄向欧洲输气有哪些管道 ？ 乌克兰  关闸  意味着什么 _ 新闻频道 _ 中华网,20250103T010000Z,,news.china.com,Chinese,China
https://news.sina.com.cn/w/2024-12-30/doc-inecfrap2407489.shtml,,被乌克兰骂  奉俄罗斯之命 ， 斯洛伐克 ： 这时候还主动树敌 ？ |斯洛伐克|俄罗斯,20241230T090000Z,http://n.sinaimg.cn/spider20241230/567/w342h225/20241230/0360-20189449b86910f7d43320662f0ec305.png,news.sina.com.cn,Chinese,China
https://www.163.com/news/article/JKJSO6MR0001899O.html,https://m.163.com/news/article/JKJSO6MR0001899O.html,泽连斯基怒了 ： 这是在帮俄罗斯开辟  第二战线  |俄罗斯天然气|欧盟,20241229T133000Z,,163.com,Chinese,China
https://world.qianlong.com/2025/0102/8407262.shtml,,乌  断气  后  南溪  管道作用凸显 对俄土关系有何影响 ？- 千龙网 · 中国首都网,20250102T193000Z,,world.qianlong.com,Chinese,China
https://finance.eastmoney.com/a/202501013284304816.html,,俄乌天然气过境协议到期不续  凛冬将至  欧洲人又默默掏出钱包 _ 东方财富网,20250101T023000Z,,finance.eastmoney.com,Chinese,China
https://finance.sina.com.cn/jjxw/2024-12-12/doc-inczekku9962389.shtml,,两大美国能源巨头盯上了AI时代的  肥肉 ： 为数据中心供电 _ 新浪财经 _ 新浪网,20241212T040000Z,,finance.sina.com.cn,Chinese,China
https://www.163.com/dy/article/JJ73D3AL05198CJN.html,https://m.163.com/dy/article/JJ73D3AL05198CJN.html,两大美国能源巨头盯上了AI时代的  肥肉 ： 为数据中心供电|美国电力|雪佛龙公司,20241212T054500Z,,163.com,Chinese,China
https://finance.eastmoney.com/a/202412123266518732.html,,两大美国能源巨头盯上了AI时代的  肥肉 ： 为数据中心供电 _ 东方财富网,20241212T051500Z,,finance.eastmoney.com,Chinese,China
https://news.sina.com.cn/w/2024-12-28/doc-ineaywqx6671149.shtml,,菲佐誓言报复乌克兰 ： 你要断我气 ， 我就断你电  |乌克兰|誓言,20241228T091500Z,http://n.sinaimg.cn/front20241228ac/400/w720h480/20241228/2b02-bcfa0611782b7bdc6a97575f54234dd5.jpg,news.sina.com.cn,Chinese,China
"https://guba.eastmoney.com/o/news,cjpl,1504457223.html",,俄乌天然气过境协议到期不续  凛冬将至  欧洲人又默默掏出钱包 _ 财经评论 ( cjpl ) 股吧 _ 东方财富网股吧,20250101T060000Z,,guba.eastmoney.com,Chinese,China
http://futures.cnfol.com/qishidongtai/20250103/31093453.shtml,,天然气价格飙升至两年来高点 ， 成为英国经济新的不利因素 _ 期市动态 _ 期货 _ 中金在线,20250103T074500Z,,futures.cnfol.com,Chinese,China
https://www.aboluowang.com/2025/0103/2154724.html,https://www.aboluowang.com/amp/2025/0103/2154724.html,乌断  俄气 ! 俄输欧天然气只剩  这条   这个  普京小老弟受害最惨 … ＊ 阿波罗新闻网,20250103T061500Z,https://m1.aboluowang.com/uploadfile/2025/0103/20250103122245986.jpg,aboluowang.com,Chinese,China
