　　柬埔寨皇家科学研究院中国研究所副所长凡塔认为，柬埔寨有很大的需求实现经济发展与社会环境的平衡。实现这个目标，需要开展区域邮轮旅游合作、资源共享，协作建立由多个目的地的无缝衔接的旅游线路；建立港口旅游运营商和政府间的伙伴关系，确保运营顺畅和物流高效；重视可持续发展，制定绿色港口和绿色邮轮旅游指南。,,,
,,,
　　中国旅游研究院国际研究所所长杨劲松认为，开展地区内邮轮旅游合作，首要是解决地区内不平衡不充分的突出矛盾。例如，利用并促进邮轮产业发展，带动地区内基础设施建设。同时，适应产业绿色转型趋势，加强可持续能源及新能源对邮轮旅游发展的支撑。,,,
,,,
　　泰国农业与合作社部鱼类营销组织研究发展部主任尼罗邦·唐潘建议，推动旅游市场双向开放，推动区域内市场资源共享；加强邮轮旅游主要目的地间的港口合作，促进互联互通；开展邮轮旅游产品联合营销，合作增大碳排放技术的使用。,,,
,,,
　　招商局邮轮有限公司营销总监袁萍认为，邮轮旅游是典型的供方推动买方的产业。发展邮轮旅游，首要的问题是考虑产品的买方是谁？海南发展邮轮旅游首先要了解客源结构，明确目标是邮轮母港还是挂靠港；其次，要鼓励支持邮轮公司发展，借鉴新加坡等经验允许邮轮加注保税油；最后，降低邮轮年限等政策门槛，吸引国际邮轮访问。,,,
,,,
　　专题对话会后，主办方举行了“RCEP区域海洋经济青年对话——推进区域海洋经济互联互通闭幕式”。闭幕式上，各专题对话主持人就本单元的主要观点进行了交流分享。,,,
,,,
"　　此外，中国与东盟的智库代表和青年学者共同发布了“‘共促中国-东盟海洋经济互联互通’智库倡议”“共建RCEP区域蓝色经济青年网络倡议”。泰国海岸与海洋资源部海洋生物学家素哈泰·普莱桑库尔，文莱达鲁萨兰国大学高等研究中心助理教授斯莱斯曼·利，中国（海南）改革发展研究院、RCEP研究院助理研究员金晔作为智库代表宣读了“‘共促中国-东盟海洋经济互联互通’智库倡议”。马来西亚海事研究所海洋法律与政策中心研究员阿莉娜·西亚林，菲律宾国际安全研究学会研究人员罗泽德，中国（海南）改革发展研究院、RCEP研究院助理研究员王越弘作为RCEP区域青年代表宣读了“共建RCEP区域蓝色经济青年网络倡议”。""",,,
"港口航运	https://finance.eastmoney.com/a/202412213275051511.html	南沙港区年集装箱吞吐量突破2000万标准箱	""羊城晚报讯记者詹淑真、通讯员曹畅摄影报道：12月20日，广州港南沙港区集装箱吞吐量突破2000万标准箱暨深化合作签约活动在广州南沙国际会议中心举行。其中，南沙港区外贸集装箱吞吐量首度超过1000万标箱，占比达到50%。",,,
,,,
　　目前，南沙港区已开辟了200条集装箱班轮航线，其中165条外贸航线覆盖欧、美、亚、非、拉等世界各地，“一带一路”共建国家方向航线近150条、RCEP国家航线近100条，同时有35条内贸航线紧密衔接我国南北集疏运网络。,,,
,,,
　　记者从现场了解到，此次南沙港区吞吐量突破2000万标准箱，在保持内贸集装箱全国第一位置的同时，外贸集装箱吞吐量也首次突破1000万标箱，预计同比增长超过13%。外贸在南沙港区集装箱吞吐量总量中占比达到50%，这在全球港口中实属罕见。,,,
,,,
　　南沙区区长吴扬表示，2000万标箱的突破，是南沙港迈向新征程的新起点。南沙区将加快完善港口航运综合服务体系，不断提升国际航运贸易枢纽能级，大力发展新型离岸贸易、数字贸易、跨境电商等外贸新业态，深入推进国家进口贸易促进创新示范区和综合保税区建设，为打造广州港口型国家物流枢纽作出南沙贡献。,,,
,,,
　　港口是国家经济的重要支撑和对外开放的重要窗口。2023年，广州港完成海铁联运量43.6万标准箱，同比增长96.7%，增速位于粤港澳大湾区首位。,,,
,,,
"　　会上，广州港集团与中远海运集团等企业分别签署多项战略合作框架协议，并联合8家港航企业联合发布“数智融合，绿色共享”——共建大湾区智慧绿色港航合作倡议，共同推动大湾区港航产业绿色智能转型和高质量发展。""",,,
"港口航运	https://finance.eastmoney.com/a/202412243277787085.html	宁波舟山港国际航行船舶保税LNG加注覆盖双“千万箱”港区	""中新网杭州12月24日电(奚金燕蓝伊旎凌旻)12月23日晚，在宁波舟山港穿山港区，“海洋石油302”轮开始为“地中海法蒂玛”轮实施约4600立方米LNG(液化天然气)加注。这是宁波舟山港继在梅山港区成功试点LNG加注业务后，首次将该业务扩展至穿山港区，标志着宁波舟山港LNG加注服务范围实现从“单一”到“多点”突破，初步构建了多港区加注网络。",,,
,,,
　　今年，随着梅山港区实现其首个“千万箱”的突破，宁波舟山港成为全球唯一一个拥有两座“千万箱级”单体集装箱码头(穿山港区、梅山港区)的港口。17日3时，在完成12873标准箱作业后，“地中海玛丽”轮缓缓驶离宁波舟山港穿山港区集装箱码头，标志着穿山港区集装箱码头连续8年突破“千万箱”后，年集装箱吞吐量首次突破1100万标准箱。此次宁波舟山港LNG加注服务扩区后，已覆盖双“千万箱”港区。,,,
,,,
　　近年来，宁波舟山港积极打造全球重要港航物流中心、战略资源配置中心和现代航运服务基地，为构建“双循环”新发展格局贡献海港“硬核”力量。作为全球少数具备国际航行船舶LNG加注服务能力的枢纽港，宁波舟山港在浙江自贸区油气全产业链政策发力支持下，积极响应清洁能源发展，大力培育LNG加注新业务。,,,
,,,
　　在2023年6月完成浙江首单LNG试点加注业务后，浙江省海港集团、宁波舟山港集团和中国海油气电集团积极推进LNG常态化加注，今年8月在浙江海事局的指导支持下通过了相关港区可操作的通航报告和同步作业报告评审，将服务版图拓展至穿山、大榭等港区。截至目前，实现LNG加注常态化的宁波舟山港已累计完成LNG加注业务14艘次，加注量超6万立方米。,,,
,,,
　　宁波海事局指导加注单位深入开展通航安全、船对船加注作业风险识别以及同步作业方案等专题研究与评估，制定“一域一船一策”保障方案；宁波海关所属北仑海关针对监管各环节进行了整合优化，将报关和担保、检验检测、出仓数据确保以及企业证票流程从“串联”转为“并联”；宁波边检站穿山边检机关通过“网上预约、即时办理”等服务为“海洋石油302”轮及时办妥搭靠外轮许可证，全天候、不间断“保驾护航”；中国海油气电集团制定了“海洋石油302”轮进离港以及港内作业安全保障方案，严格按照加注程序进行作业；浙江省海港集团所属北三集司提前制定全链条的安全保障方案和应急预案，浙江省海港集团所属海港国贸进一步提升加注服务的灵活性和经济性......浙江省海港集团协同浙江自贸区、海事、海关、边检、交通运输部门等与中国海油气电集团持续发力，推动此次LNG加注业务顺利进行。,,,
,,,
,,,
　　宁波舟山港。 胡锦渠摄,,,
,,,
"　　据悉，下一步宁波舟山港将持续创新提升港口航运服务能力，对标国际先进水平，不断扩大保税LNG加注作业范围，积极推进绿色甲醇、氨以及生物燃料等新型燃料加注业务，并以港口服务绿色发展助力世界一流强港建设及宁波市打造全球航运中心城市，擦亮“枢纽自贸区”金名片。(完)""",,,
"港口航运	https://finance.eastmoney.com/a/202412213275045926.html	南沙港区年集装箱吞吐量突破2000万标准箱	""羊城晚报讯记者詹淑真、通讯员曹畅摄影报道：12月20日，广州港南沙港区集装箱吞吐量突破2000万标准箱暨深化合作签约活动在广州南沙国际会议中心举行。其中，南沙港区外贸集装箱吞吐量首度超过1000万标箱，占比达到50%。",,,
,,,
　　目前，南沙港区已开辟了200条集装箱班轮航线，其中165条外贸航线覆盖欧、美、亚、非、拉等世界各地，“一带一路”共建国家方向航线近150条、RCEP国家航线近100条，同时有35条内贸航线紧密衔接我国南北集疏运网络。,,,
,,,
　　记者从现场了解到，此次南沙港区吞吐量突破2000万标准箱，在保持内贸集装箱全国第一位置的同时，外贸集装箱吞吐量也首次突破1000万标箱，预计同比增长超过13%。外贸在南沙港区集装箱吞吐量总量中占比达到50%，这在全球港口中实属罕见。,,,
,,,
　　南沙区区长吴扬表示，2000万标箱的突破，是南沙港迈向新征程的新起点。南沙区将加快完善港口航运综合服务体系，不断提升国际航运贸易枢纽能级，大力发展新型离岸贸易、数字贸易、跨境电商等外贸新业态，深入推进国家进口贸易促进创新示范区和综合保税区建设，为打造广州港口型国家物流枢纽作出南沙贡献。,,,
,,,
　　港口是国家经济的重要支撑和对外开放的重要窗口。2023年，广州港完成海铁联运量43.6万标准箱，同比增长96.7%，增速位于粤港澳大湾区首位。,,,
,,,
"　　会上，广州港集团与中远海运集团等企业分别签署多项战略合作框架协议，并联合8家港航企业联合发布“数智融合，绿色共享”——共建大湾区智慧绿色港航合作倡议，共同推动大湾区港航产业绿色智能转型和高质量发展。""",,,
"港口航运	https://finance.eastmoney.com/a/202411143239790350.html	皖通科技：全资子公司华东电子多年深耕全球港口航运信息化业务 主要聚焦智慧港口、智慧物流等领域	""每经AI快讯，有投资者在投资者互动平台提问：公司的子公司烟台华东电子主营什么？",,,
,,,
"　　皖通科技（002331.SZ）11月14日在投资者互动平台表示，公司全资子公司华东电子多年深耕全球港口航运信息化业务，主要聚焦智慧港口、智慧物流等领域，凭借丰富的自主产品、专业的运营团队等优势，为客户提供软硬一体化的智慧港口解决方案。""",,,
"航运港口	https://finance.eastmoney.com/a/202412203274817664.html	重庆市级重点项目完成投资4509亿元 204个项目完工投产或投用	""新华财经重庆12月20日电（王松涛游茜堯）重庆市发展改革委消息，2024年1-11月，重庆市重点建设项目完成投资4509亿元，投资进度（占年度计划投资比例）98.8%，超序时进度7.1个百分点。其中，268个项目新开工建设，204个项目完工投产或投用。",,,
,,,
　　在基础设施建设方面，一批基础设施领域的标志性工程取得显著进展。1-11月，全市交通重点项目完成投资1470.4亿元。其中，铁路完成投资336.2亿元，同比增长13.0%；公路完成投资475.8亿元，渝湘复线高速巴南至武隆、彭水至酉阳段进入收尾阶段；机场完成投资54.3亿元，T3B航站楼及第四跑道工程安防集成管理系统上线试运行；港口航运完成投资35.4亿元。城市轨道交通完成投资319.4亿元，交通枢纽完成投资70.9亿元，城市路桥隧完成投资178.4亿元。,,,
,,,
　　在现代化产业体系项目方面，1-11月全市制造业重点项目完成投资826.3亿元、同比增长13.8%，西部科学城重庆高新区推动新一代电子信息制造业集聚成势，5个电子信息重点项目完成投资67.5亿元。在科技创新能力方面，1-11月全市科技创新重点项目完成投资56.6亿元，超瞬态实验装置目前科学研究楼实验室内部装饰装修进入收尾阶段，正在开展同步辐射光源主体结构施工。,,,
,,,
"　　在构建能源供给新体系方面，1-11月全市能源保障重点项目完成投资405.2亿元。在电力保障方面，重点项目完成投资264.6亿元；在油气保障方面，重点项目完成投资138.1亿元。在水安全保障能力方面，1-11月全市水安全重点项目完成投资210.6亿元。在水利工程方面，重点项目完成投资160.3亿元；在城乡供水方面，重点项目完成投资50.2亿元。在保障民生方面，1-11月全市教育重点项目完成投资114.3亿元，卫生健康重点项目完成投资121.3亿元。""",,,
"港口航运	https://finance.eastmoney.com/a/202412193273604054.html	重庆市级重点项目年底大冲刺：1—11月完成投资4509亿元	""上游新闻记者今日从重庆市发展和改革委获悉，1—11月，全市重点建设项目已完成投资4509亿元，投资进度达到98.8%，超序时进度7.1个百分点，呈现出强劲的发展势头。",,,
,,,
　　作为经济增长和民生福祉的重要支撑，重点项目建设在重庆市发展中占据核心地位。今年，重庆持续加大现代化产业体系项目投资力度，推动产业结构向高端化、智能化方向发展。制造业作为实体经济的基石，其规模能级稳步提升。1—11月，制造业重点项目完成投资826.3亿元，同比增长13.8%。在西部科学城重庆高新区，新一代电子信息制造业集聚成势，5个电子信息重点项目完成投资67.5亿元，为区域经济发展注入了新动力。同时，长寿区、铜梁区等地也在新材料、新能源及新型储能等领域取得了显著进展。,,,
,,,
　　在现代化基础设施网络建设方面，重庆同样取得了令人瞩目的成就。1—11月，交通重点项目完成投资1470.4亿元，织密了现代化综合立体交通网。渝西高铁、渝宜高铁等铁路项目加快建设，渝湘复线高速、2024年普通干线公路等公路项目也取得重要进展。此外，机场、港口航运、城市轨道交通等交通方式也在不断完善，为市民出行和区域经济发展提供了有力保障。,,,
,,,
　　能源供给新体系的构建同样取得显著成效。1—11月，能源保障重点项目完成投资405.2亿元，电力、油气等能源保障能力持续增强。云阳建全抽水蓄能电站、江津燃机项目等电力保障重点项目加快建设，页岩气勘探开发及产能建设项目、铜锣峡储气库等油气保障重点项目也取得重要突破。,,,
,,,
"　　在保障和改善民生方面，重庆同样不遗余力。1—11月，教育、卫生健康等民生领域重点项目完成投资分别达到114.3亿元和121.3亿元。重庆三峡医药高等专科学校扩建工程、渝中求精中学河运路校区等教育项目加快推进，重庆大学附属肿瘤医院科学城院区建设项目（一期）、江北区人民医院等卫生健康项目也取得重要进展，为市民提供了更加优质的教育和医疗资源。""",,,
"港口航运	https://finance.eastmoney.com/a/202412193273594584.html	前11个月完成投资4509亿元 重庆市级重点项目年底“大冲刺”	""上证报中国证券网讯 12月19日，记者从重庆市发展改革委获悉，重庆市2024年1—11月全市重点建设项目完成投资4509亿元，投资进度（占年度计划投资比例）98.8%，超序时进度7.1%。其中，268个项目新开工建设，204个项目完工投产或投用。",,,
,,,
　　夯实新发展格局产业基础,,,
,,,
　　从项目投资方向来看，重庆市持续加大现代化产业体系项目投资力度，推动产业结构向高端化、智能化方向发展，呈现出制造业规模能级稳步提升、科技创新能力持续增强的特点。,,,
,,,
　　1—11月，重庆市制造业重点项目完成投资826.3亿元、同比增长13.8%；科技创新重点项目完成投资56.6亿元。,,,
,,,
　　其中，西部科学城重庆高新区推动新一代电子信息制造业集聚成势，5个电子信息重点项目完成投资67.5亿元。其中，安意法半导体8英寸碳化硅外延、芯片项目正在进行设备安装调试；12英寸集成电路特色工艺线一期正在开展机电设备安装。,,,
,,,
　　长寿区加快建设具有全球影响力的新材料高地，8个先进材料重点项目完成投资29.3亿元。其中，中润新材料产业园完成总工程量的75%；巴斯夫聚氨酯MDI优化提升项目进入试运行阶段。,,,
,,,
　　铜梁区加快打造西部新型储能产业新高地，6个新能源及新型储能重点项目完成投资102.9亿元。其中，厚生新能源锂电池隔膜生产西南基地正在进行主体施工；厦门海辰西南智能制造中心及研发中心（铜梁）正在推进内部装修。,,,
,,,
　　基础设施标志性工程进展显著,,,
,,,
　　当前，重庆一批基础设施领域的标志性工程取得显著进展。,,,
,,,
　　织密现代化综合立体交通网，1—11月，交通重点项目完成投资1470.4亿元。在综合交通方面，铁路完成投资336.2亿元，同比增长13.0%；公路完成投资475.8亿元；机场完成投资54.3亿元；港口航运完成投资35.4亿元。在城市交通方面，轨道交通完成投资319.4亿元，交通枢纽完成投资70.9亿元，城市路桥隧完成投资178.4亿元。,,,
,,,
　　加快构建能源供给新体系，1—11月，能源保障重点项目完成投资405.2亿元。在电力保障方面，重点项目完成投资264.6亿元；在油气保障方面，重点项目完成投资138.1亿元，2024年页岩气勘探开发及产能建设项目累计产气107亿方。,,,
,,,
　　不断提高水安全保障能力，1—11月，水安全重点项目完成投资210.6亿元。在水利工程方面，重点项目完成投资160.3亿元；在城乡供水方面，重点项目完成投资50.2亿元。,,,
,,,
　　此外，通过重点项目投资，重庆在保障和改善民生方面施策更加有力有效。一是扎实推进教育强市建设，1—11月，教育重点项目完成投资114.3亿元。二是持续提升优质医疗资源供给，1—11月，卫生健康重点项目完成投资121.3亿元。,,,
,,,
"　　据悉，重庆市发展改革委接下来将统筹推进“硬投资”和“软建设”，狠抓重点项目建设进度，确保超额完成全年目标任务。同时持续深化重大项目谋划储备工作，着力构建“储备一批、开工一批、在建一批、投产一批”良性滚动格局。（刘春燕）""",,,
"港口航运			",https://finance.eastmoney.com/a/202412213275007056.html,跻身全球前十！南沙港区年集装箱吞吐量突破2000万标准箱,"南都讯记者钟丽婷通讯员曹畅刘睿庄泽宇港口大不大看吞吐量、港口强不强看集装箱，是港航界对一个港口枢纽地位评价的重要标志。12月20日，广州港南沙港区集装箱吞吐量突破2000万标准箱暨深化合作签约活动在广州南沙国际会议中心举行。

　　广州港作为全球重要的国际集装箱干线港和国内最大的内贸集装箱枢纽港，在全球的国际枢纽地位进一步提升，服务国家战略和区域经济发展的能力持续增强。

　　加快推进重点港航项目建设

　　广州港打造世界一流港口基础设施

　　本次活动以“跨越两千万迈向新征程”为主题，挂有“南沙港区第2000万个标准集装箱”喜庆横幅的集装箱被吊装上中远海运“中海大西洋”号轮船，宣告南沙港区集装箱吞吐量达到2000万标准箱（TEU），标志着广州国际航运枢纽建设迈上了新的台阶和量级。

　　广州港集团党委书记、董事长、总经理黄波表示，广州港集团积极发挥港口战略性、基础性、先导性作用，推动港口与南沙新区、南沙自贸区、粤港澳全面合作示范区建设同频共振，接下来将继续深化物流链、产业链、价值链全方位合作，共建南北物流大通道和国际陆海新通道，强化通道带物流、物流带经贸、经贸带产业作用，打造开放包容共享的港航物流生态圈，为广州建设国际性综合交通枢纽城市提供有力支撑。

　　南沙区区长吴扬表示，南沙因海而生、向海而兴，近年来依托“湾区之心”的区位优势，携手港澳、链接全球的开放优势，形成以港兴城、以城带港的发展格局。接下来，南沙将加快完善港口航运综合服务体系，不断提升国际航运贸易枢纽能级，大力发展新型离岸贸易、数字贸易、跨境电商等外贸新业态，深入推进国家进口贸易促进创新示范区和综合保税区建设，为新征程上打造广州港口型国家物流枢纽作出南沙贡献。

　　广州市港务局局长孙秀清表示，广州港将加快推进重点港航项目建设，打造世界一流港口基础设施；强化构建通达全球、贯穿陆海的内外“双循环”服务网络；不断增强政策支持和保障，营造一流的港航营商环境；狠抓广州临港经济区、粤港澳大湾区航运联合交易中心等重大平台、重大项目落地落实，为提升粤港澳大湾区港口群总体服务能级提供强有力的广州支撑。

　　会上，广州港集团与中远海运集团等央国企、港航合作伙伴分别签署多项战略合作框架协议，并联合8家港航企业联合发布“数智融合，绿色共享”——共建大湾区智慧绿色港航合作倡议，成果丰硕。广州港集团有限公司与中国铁路广州局集团有限公司、中远海运集装箱运输有限公司签订合作协议，合力打造海铁联运服务平台，构建现代综合交通运输体系、推动运输结构调整优化、降低社会物流成本，共同促进南沙海铁联运高质量发展。

　　9家港航企业联合发布

　　智慧绿色港航合作倡议

　　为努力打造世界一流“智慧港口、绿色港口”的重要指示精神以及深化落实《粤港澳大湾区发展规划纲要》的工作部署，广州港集团、广东省港航集团、招商港口、中国外运华南公司、粤港船运商会、珠海交通控股集团、东莞港务集团、佛山市交通发展、中山港航集团等9家港航企业共同发起“数智融合，绿色共享”——共建大湾区智慧绿色港航合作倡议，共同推进绿色航运、构建智慧枢纽、搭建立体交通网络、提升服务质量，携手推动大湾区港航产业绿色智能转型和高质量发展。

　　2004年9月28日，南沙港区一期工程建成投产，投产首年（2005年）集装箱吞吐量便突破100万标准箱。此后南沙港区以每年100万标准箱的增速快速发展。随着南沙港区今年集装箱吞吐量突破2000万标准箱，南沙港作为广州港的单一港区，吞吐量跻身全球前十位置，是华南以及泛珠三角各省区能源物资、重要原材料和外贸物资的主要中转枢纽。南沙港区投产的20年来，已累计完成超过2.3亿标准箱装卸。

　　广州港一直是我国内贸第一大集装箱枢纽港，年内贸集装箱吞吐量超过1400万TEU。广州港集团积极主动融入国家重大战略，落实省、市工作部署，高标准谋划南沙港区发展。南沙一期、二期、三期工程相继于2004年、2007年、2017年建成投用，南沙四期全自动化码头于今年11月通过竣工验收，目前正加快建设南沙国际通用码头、南沙五期等重大项目，推动港口物流设施规模化、集约化、智能化发展，班轮服务效率位居世界前列，成为全球重要的国际集装箱干线港和国内最大的内贸集装箱枢纽港，中非、中拉、中国东盟等国际航线枢纽港，大湾区多式联运枢纽。

　　此次南沙港区吞吐量突破2000万标准箱，在保持内贸集装箱全国第一位置的同时，外贸集装箱吞吐量也首次突破1000万标箱，预计同比增长超过13%，外贸在南沙港区集装箱吞吐量总量中占比达到50%，其在全球的国际枢纽地位进一步提升，服务国家战略和区域经济发展的能力持续增强。"
"港口航运			",https://finance.eastmoney.com/a/202412103264364073.html,A股收评：沪指高开低走涨0.59% 两市成交额超2.2万亿元,南方财经12月10日电，A股收市，三大指数早盘高开后持续回落，上证指数收涨0.59%，早盘一度涨超2%；深证成指收涨0.75%，早盘一度涨超3%；创业板指收涨0.69%，早盘一度涨近5%；北证50收涨2.35%，早盘一度涨近7%。当天，两市成交额22002亿元，较上一交易日放量5657亿元，时隔近一个月再次突破2万亿元；大盘资金净流出超526亿元。市场股票呈现涨多跌少的态势，2890只股票上涨，2280只股票下跌。其中，119只涨停股、6只跌停股。板块方面，食品加工制造、互联网电商、饮料制造、影视院线、自动化设备、零售等行业及PEEK材料、乳业、人形机器人、脑机接口等概念涨幅居前。煤炭开采加工、公路铁路运输、贵金属、港口航运等行业及培育钻石、医疗废物处理等概念跌幅居前。
